time,open,high,low,price,vwap,volume,currency,log_return
2023-04-22,1849.27,1887.36,1843.72,1874.22,1861.32,10905.88750678,Ethereum,0.013407013801475813
2023-04-23,1874.37,1882.00,1835.72,1861.89,1854.66,15305.80258838,Ethereum,-0.006600472022649068
2023-04-24,1861.89,1889.00,1807.98,1841.5,1847.80,21718.34131127,Ethereum,-0.011011643944737571
2023-04-25,1842.00,1878.31,1803.69,1865.9,1830.64,24917.40567957,Ethereum,0.01316305351808327
2023-04-26,1866.34,1964.14,1787.00,1866.14,1892.04,59957.86241536,Ethereum,0.00012861598500052407
2023-04-27,1866.15,1940.15,1861.86,1908.78,1903.04,41127.29024311,Ethereum,0.022592168113463977
2023-04-28,1908.73,1923.59,1875.11,1892.7,1902.05,20958.85090576,Ethereum,-0.008459913456794418
2023-04-29,1892.70,1919.30,1884.59,1908.26,1902.38,6701.72923328,Ethereum,0.008187451023486354
2023-04-30,1908.39,1939.00,1866.65,1869.58,1913.49,17871.96621548,Ethereum,-0.020478025376325953
2023-05-01,1869.58,1885.96,1805.98,1831.76,1836.27,25214.55391964,Ethereum,-0.02043655340659215
2023-05-02,1830.83,1882.36,1823.24,1870.55,1857.21,20168.82466767,Ethereum,0.020955251966133143
2023-05-03,1870.90,1915.97,1843.71,1905.0,1873.67,23725.50939416,Ethereum,0.018249503309226332
2023-05-04,1905.00,1917.00,1867.18,1877.29,1891.60,31049.76418764,Ethereum,-0.014652761043798786
2023-05-05,1878.07,2025.00,1876.59,1995.34,1952.78,34941.64421685,Ethereum,0.06098521435125206
2023-05-06,1995.50,2019.90,1864.11,1899.85,1930.42,30401.57441935,Ethereum,-0.04903952619865143
2023-05-07,1899.86,1936.00,1871.58,1873.24,1910.53,17004.88079648,Ethereum,-0.014105383755193287
2023-05-08,1872.11,1885.00,1812.00,1848.86,1848.69,41701.62259378,Ethereum,-0.013100318997501277
2023-05-09,1849.25,1862.60,1831.54,1848.17,1845.04,20026.72244367,Ethereum,-0.00037327260423170884
2023-05-10,1847.86,1888.97,1792.02,1842.0,1847.74,38340.02190834,Ethereum,-0.0033440224974247207
